OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-30891,2023-177S,2026-01-26T14:20:44.583936,15.02545084,.00011075,42.9974,220.3388,284.1046,75.9673,0,U,58367,999,12182,.67026359E-4,.702E-5,0
STARLINK-30889,2023-177T,2026-01-26T14:23:56.651136,15.02537760,.00004687,42.9964,220.3535,262.0011,98.0778,0,U,58368,999,12188,-.22751107E-4,-.511E-5,0
STARLINK-30870,2023-177U,2026-01-26T14:17:33.250272,15.02543507,.00007696,43.0016,220.3226,260.5830,99.4926,0,U,58369,999,12188,-.2944674E-5,-.243E-5,0
STARLINK-30888,2023-177V,2026-01-26T13:36:09.354816,15.02551128,.00010191,43.0007,220.9551,274.1225,85.9501,0,U,58370,999,12188,.12640157E-3,.1505E-4,0
STARLINK-30859,2023-177W,2026-01-26T13:21:47.834496,15.02515587,.00010726,43.0026,220.8610,273.2053,86.8667,0,U,58371,999,12188,.34242821E-3,.4423E-4,0
STARLINK-30884,2023-177X,2026-01-26T12:33:50.595264,15.02546915,.00016393,43.0014,220.6418,249.0991,110.9676,0,U,58372,999,12187,.25304051E-3,.3217E-4,0
STARLINK-30852,2023-177Y,2026-01-26T13:13:46.955424,15.02542250,.00010393,43.0010,220.8181,261.1334,98.9391,0,U,58373,999,12187,-.70081561E-4,-.115E-4,0
STARLINK-30911,2023-178A,2026-01-26T04:03:25.421472,15.30165062,.00005401,53.1566,198.4084,194.9004,165.1981,0,U,58374,999,12337,-.43761053E-3,-.13282E-3,0
STARLINK-30894,2023-178B,2026-01-25T20:28:22.271520,15.30194582,.00055869,53.1581,199.9942,67.9301,292.2293,0,U,58375,999,12326,-.32908826E-4,-.1337E-4,0
STARLINK-30910,2023-178C,2026-01-26T04:23:11.060160,15.30193542,.0001188,53.1594,198.4990,95.4066,264.7070,0,U,58376,999,12338,.5026E-4,.1129E-4,0
STARLINK-30914,2023-178D,2026-01-25T12:25:55.007328,15.30195452,.0000879,53.1588,201.4462,95.0517,265.0584,0,U,58377,999,12328,.20201552E-3,.5628E-4,0
STARLINK-30920,2023-178E,2026-01-25T17:51:21.542112,15.30196738,.00012923,53.1564,187.9830,96.4255,263.6893,0,U,58378,999,12349,.1464425E-4,.75E-6,0
STARLINK-30882,2023-178F,2026-01-25T20:37:27.768288,15.30180980,.00018625,53.1574,200.0334,89.8101,270.3113,0,U,58379,999,12333,.17301929E-4,.153E-5,0
STARLINK-30915,2023-178G,2026-01-26T14:38:00.473280,15.30178563,.00012107,53.1601,106.7967,103.8990,256.2145,0,U,58380,999,12467,.3875204E-5,-.244E-5,0
STARLINK-30923,2023-178H,2026-01-26T04:41:23.882784,15.30191737,.0001718,53.1575,198.5317,93.0734,267.0463,0,U,58381,999,12331,.15083E-3,.4109E-4,0
STARLINK-30927,2023-178J,2026-01-25T21:10:54.081696,15.30227846,.0001664,53.1587,200.1768,67.7654,292.3523,0,U,58382,999,12331,.65765568E-3,.19186E-3,0
STARLINK-30921,2023-178K,2026-01-26T04:36:49.318272,15.30227908,.000146,53.1590,198.5579,83.8211,276.2956,0,U,58383,999,12336,.14593E-3,.3969E-4,0
STARLINK-30825,2023-178L,2026-01-25T04:43:14.524032,15.30195153,.0000753,53.1584,202.9800,90.4028,269.7059,0,U,58384,999,12323,.4386E-4,.94E-5,0
STARLINK-30930,2023-178M,2026-01-25T11:55:31.813536,15.30205966,.00029969,53.1585,201.3254,121.4155,238.7139,0,U,58385,999,12315,.16820371E-3,.4626E-4,0
STARLINK-30929,2023-178N,2026-01-25T12:13:52.959072,15.30191901,.00010614,53.1594,201.9124,4.3087,355.7923,0,U,58386,999,12325,.28713548E-4,.491E-5,0
STARLINK-30898,2023-178P,2026-01-25T21:24:32.603328,15.30210347,.00015923,53.1562,200.1075,89.4508,270.6675,0,U,58387,999,12333,.69738027E-3,.20359E-3,0
STARLINK-30913,2023-178Q,2026-01-26T04:55:04.971360,15.30192289,.00017925,53.1587,198.6333,83.7153,276.4052,0,U,58388,999,12338,.94628133E-4,.2443E-4,0
STARLINK-30938,2023-178R,2026-01-25T21:07:52.525056,15.30206787,.00007851,53.1588,200.1642,97.7317,262.3773,0,U,58389,999,12333,.41067185E-3,.11826E-3,0
STARLINK-30868,2023-178S,2026-01-26T04:45:57.778560,15.30197001,.0000941,53.1545,198.5956,88.8064,271.3045,0,U,58390,999,12338,.11422E-3,.3025E-4,0
STARLINK-30916,2023-178T,2026-01-25T11:51:06.223392,15.30209739,.00008248,53.1598,201.9140,349.5424,10.5559,0,U,58391,999,12327,.10926858E-3,.288E-4,0
STARLINK-30939,2023-178V,2026-01-25T20:42:01.438560,15.30203667,.0001112,53.1605,200.0521,92.2430,267.8698,0,U,58393,999,12320,-.281857E-4,-.1194E-4,0
STARLINK-30887,2023-178W,2026-01-25T18:25:32.454336,15.30200355,.00012278,53.1561,200.7071,88.0616,272.0526,0,U,58394,999,12329,.35471194E-4,.692E-5,0
STARLINK-30934,2023-178X,2026-01-26T14:14:52.160928,15.30180914,.000097,53.1585,196.8678,89.1402,270.9710,0,U,58395,999,12337,.5951897E-5,-.183E-5,0
MALLIGYONG-1,2023-179A,2026-01-26T15:17:26.121696,15.21625966,.00091153,97.3223,272.0873,155.2606,204.9069,0,U,58400,999,12122,.25214845E-3,.5632E-4,0
STARLINK-30964,2023-180A,2026-01-26T10:38:32.123904,15.02542780,.00010953,43.0033,285.2847,256.6556,103.4164,0,U,58402,999,12123,.23156317E-3,.2926E-4,0
STARLINK-30844,2023-180B,2026-01-26T10:24:19.333440,15.02537793,.00014316,43.0041,286.0724,247.6199,112.4492,0,U,58403,999,12111,.35309032E-3,.4569E-4,0
STARLINK-30876,2023-180C,2026-01-26T10:19:30.063648,15.02588665,.00014751,43.0035,286.0456,244.8127,115.2563,0,U,58404,999,12122,-.81498002E-3,-.11211E-3,0
STARLINK-30952,2023-180D,2026-01-25T23:04:38.701920,15.02510169,.00016851,43.0033,288.5482,252.7519,107.3139,0,U,58405,999,12104,.44317497E-3,.5784E-4,0
STARLINK-30925,2023-180E,2026-01-26T10:09:57.008736,15.02533133,.00008399,43.0040,285.9929,244.6613,115.4143,0,U,58406,999,12111,.37536738E-3,.487E-4,0
STARLINK-30954,2023-180F,2026-01-25T18:36:28.241568,15.02546960,.00011803,43.0016,288.8680,268.2905,91.7802,0,U,58407,999,12113,.7817011E-5,-.98E-6,0
STARLINK-30906,2023-180G,2026-01-25T18:46:11.560800,15.02539495,.00013285,43.0031,289.6143,268.5218,91.5472,0,U,58408,999,12101,-.54377517E-4,-.938E-5,0
STARLINK-30940,2023-180H,2026-01-25T17:51:56.768256,15.27561700,.00007071,43.0005,149.9969,264.9150,95.1621,0,U,58409,999,12276,.16232758E-3,.4205E-4,0
STARLINK-30933,2023-180J,2026-01-26T00:24:59.741568,15.27579242,.00017777,43.0014,147.7338,271.1316,88.9332,0,U,58410,999,12281,.10746643E-4,.33E-6,0
STARLINK-30919,2023-180K,2026-01-25T23:40:48.310464,15.02642099,.00014847,43.0044,286.9518,291.7375,68.3309,0,U,58411,999,12107,-.18691383E-2,-.25433E-3,0
STARLINK-30924,2023-180L,2026-01-26T14:00:01.000224,15.32070370,.00011533,42.9998,144.0354,291.6387,152.1851,0,U,58412,999,586,.75550221E-3,.23689E-3,0
STARLINK-30931,2023-180M,2026-01-26T08:47:23.802144,15.02533233,.00015231,43.0032,273.5695,271.6495,88.4173,0,U,58413,999,12136,.69599783E-4,.737E-5,0
STARLINK-30922,2023-180N,2026-01-25T17:43:53.280768,15.02531638,.00012058,43.0036,289.4426,260.8552,99.2154,0,U,58414,999,12112,-.4215365E-5,-.261E-5,0
STARLINK-30949,2023-180P,2026-01-25T17:48:40.780224,15.02534464,.00016256,43.0047,289.4559,266.4540,93.6116,0,U,58415,999,12112,.53043396E-4,.513E-5,0
STARLINK-30967,2023-180Q,2026-01-25T17:53:27.571200,15.02633614,.00010479,43.0050,289.4928,308.9360,51.1389,0,U,58416,999,12112,-.17948259E-2,-.24427E-3,0
STARLINK-30955,2023-180R,2026-01-25T17:15:07.205760,15.02542751,.00013297,43.0045,289.2952,262.6242,97.4449,0,U,58417,999,12112,-.3518685E-5,-.251E-5,0
STARLINK-30895,2023-180S,2026-01-26T09:31:34.453920,15.02549851,.00011135,43.0027,285.7918,260.0609,100.0108,0,U,58418,999,12111,-.19746606E-3,-.2871E-4,0
STARLINK-30917,2023-180T,2026-01-25T20:11:14.248032,15.27578971,.0001999,43.0004,185.7404,267.2342,92.8281,0,U,58419,999,12234,.21742125E-3,.5725E-4,0
STARLINK-30899,2023-180U,2026-01-25T23:47:37.608864,15.02536336,.00010179,43.0029,287.9105,269.5929,90.4797,0,U,58420,999,12105,.74649347E-4,.805E-5,0
STARLINK-30902,2023-180V,2026-01-26T10:28:57.201888,15.02533980,.00012225,43.0023,285.2327,276.5236,83.5467,0,U,58421,999,12112,.63623264E-4,.656E-5,0
STARLINK-30912,2023-180W,2026-01-26T00:44:37.563648,15.27580619,.00015508,43.0005,151.2069,263.2628,96.8047,0,U,58422,999,12277,-.52401941E-4,-.1704E-4,0
STARLINK-30900,2023-180X,2026-01-25T17:39:04.963968,15.02537858,.00016349,42.9998,289.3753,264.4564,95.6092,0,U,58423,999,12101,-.63671634E-4,-.1064E-4,0
STARLINK-30908,2023-180Y,2026-01-25T23:36:04.251456,15.02528973,.00005921,42.9983,286.8993,225.0046,135.0749,0,U,58424,999,12117,.36217229E-4,.286E-5,0
CHUANGXIN 20A (CX-20A),2023-181A,2026-01-26T14:09:40.047840,13.41482301,.0013957,49.9584,125.9533,195.0414,165.0049,0,U,58425,999,10674,.1941078E-3,-.2E-6,0
CHUANGXIN 20B (CX-20B),2023-181B,2026-01-26T14:20:05.481888,13.41474615,.00120282,49.9582,125.9803,197.8911,162.1543,0,U,58426,999,10673,.15073093E-3,-.44E-6,0
CHUANGXIN 20C (CX-20C),2023-181C,2026-01-26T14:15:19.604160,13.41469749,.00120821,49.9582,125.9642,186.6443,173.4276,0,U,58427,999,10674,.13975602E-3,-.5E-6,0
COSMOS 2572,2023-182A,2026-01-26T07:59:19.883328,15.90086043,.00072254,96.6874,132.6702,201.2304,158.8672,0,U,58435,999,12591,.2044184E-3,.60589E-3,.3178628E-5
STARLINK-30869,2023-183A,2026-01-25T16:22:58.095840,15.02540571,.00014004,43.0086,277.1195,260.3923,99.6761,0,U,58437,999,12024,-.12758298E-3,-.1927E-4,0
STARLINK-30969,2023-183B,2026-01-25T22:50:42.067392,15.02539322,.00007712,43.0014,275.6982,243.8302,116.2461,0,U,58438,999,12028,.21686928E-3,.2727E-4,0
STARLINK-30951,2023-183C,2026-01-26T09:51:10.519488,15.02534771,.00011779,43.0031,273.1197,277.2844,82.7864,0,U,58439,999,12035,.11820141E-3,.1393E-4,0
STARLINK-30950,2023-183D,2026-01-26T12:26:56.344416,15.27580845,.00011282,43.0002,83.2873,268.3287,91.7435,0,U,58440,999,12258,.44081702E-3,.11888E-3,0
STARLINK-30942,2023-183E,2026-01-25T23:52:49.886112,15.02542784,.00004097,43.0011,275.1657,276.6367,83.4428,0,U,58441,999,12029,-.94738249E-4,-.1483E-4,0
STARLINK-30959,2023-183F,2026-01-25T17:20:19.238496,15.02585931,.00007812,42.9998,276.5592,225.8842,134.1936,0,U,58442,999,12025,-.80915902E-3,-.11131E-3,0
STARLINK-30971,2023-183G,2026-01-26T09:32:00.395520,15.02538574,.00013731,43.0036,273.0145,267.2223,92.8462,0,U,58443,999,12035,.11159499E-3,.1304E-4,0
STARLINK-30963,2023-183H,2026-01-26T15:35:43.825920,15.02533547,.00008707,43.0009,271.4743,275.5556,84.5187,0,U,58444,999,12039,-.7261E-8,-.204E-5,0
STARLINK-30961,2023-183J,2026-01-26T09:08:00.646656,15.02550006,.00013522,43.0039,272.8937,276.5115,83.5573,0,U,58445,999,12035,-.21182977E-3,-.3065E-4,0
STARLINK-30975,2023-183K,2026-01-26T08:41:01.912416,15.02536658,.0001465,43.0041,273.5987,268.2333,91.8341,0,U,58446,999,12036,.14927767E-3,.1813E-4,0
STARLINK-30976,2023-183L,2026-01-26T13:40:49.484352,15.02544115,.00014836,43.0025,271.7658,269.5136,90.5536,0,U,58447,999,12038,.371866E-3,.4824E-4,0
STARLINK-30926,2023-183M,2026-01-26T08:48:50.098464,15.02554124,.00013358,43.0037,272.7523,271.0284,89.0406,0,U,58448,999,12035,.12428484E-3,.1476E-4,0
STARLINK-30943,2023-183N,2026-01-26T15:12:39.938112,15.02542892,.00009632,43.0010,246.1722,260.5628,99.5105,0,U,58449,999,12068,-.11503135E-3,-.1757E-4,0
STARLINK-30946,2023-183P,2026-01-25T18:08:16.636704,15.02546178,.0001142,43.0050,276.8066,241.5797,118.4931,0,U,58450,999,12025,.16292057E-3,.1998E-4,0
STARLINK-30944,2023-183Q,2026-01-26T15:26:08.485728,15.02534253,.00012343,43.0028,271.4278,274.3484,85.7217,0,U,58451,999,12036,.26881551E-4,.16E-5,0
STARLINK-30928,2023-183R,2026-01-25T23:24:03.996000,15.02506940,.0001238,43.0028,275.0144,305.7321,54.3406,0,U,58452,999,12029,.57790821E-3,.7605E-4,0
STARLINK-30957,2023-183S,2026-01-26T00:40:46.525728,15.02534391,.00009957,43.0038,275.4067,234.0337,126.0413,0,U,58453,999,12029,-.21023996E-3,-.3042E-4,0
STARLINK-30966,2023-183T,2026-01-25T18:13:05.988576,15.02532435,.00016481,43.0039,276.8271,272.3570,87.7084,0,U,58454,999,12025,-.20828915E-3,-.3016E-4,0
STARLINK-30935,2023-183U,2026-01-25T22:31:29.297856,15.02535223,.00012488,43.0048,275.5912,266.4183,93.6517,0,U,58455,999,12028,.76350827E-4,.828E-5,0
STARLINK-30960,2023-183V,2026-01-26T14:00:01.000224,15.42475271,.00158235,42.9946,194.8402,305.2159,210.9544,0,U,58456,999,593,.4366182E-2,.19909E-2,0
STARLINK-30958,2023-183W,2026-01-26T15:42:07.677792,15.02540642,.00010686,43.0031,271.5069,257.7942,102.2781,0,U,58457,999,12039,-.23135355E-4,-.516E-5,0
STARLINK-30962,2023-183X,2026-01-25T23:09:41.067360,15.02540684,.00006996,43.0039,274.9405,173.5045,186.5806,0,U,58458,999,12029,-.84993189E-4,-.1352E-4,0
STARLINK-30977,2023-183Y,2026-01-25T17:39:30.731904,15.02532868,.00011698,43.0034,276.6507,282.3569,77.7142,0,U,58459,999,12025,.49598671E-4,.466E-5,0
GNOMES-4,2023-185A,2026-01-26T15:09:07.106400,14.99740994,.00107318,97.5131,88.8041,58.2223,302.0045,0,U,58462,999,11806,.51528218E-3,.6317E-4,0
KORSAT-7,2023-185B,2026-01-26T15:38:42.768096,15.00662084,.00242944,97.6275,93.5465,82.4382,277.9600,0,U,58463,999,11805,.27806971E-3,.348E-4,0
KOYOH,2023-185C,2026-01-26T15:23:20.723712,15.16298396,.00085359,97.5484,99.5776,80.9253,279.2945,0,U,58464,999,11866,.48915936E-3,.942E-4,0
BANE,2023-185D,2026-01-26T14:24:34.956576,15.60899513,.00033519,97.3534,107.3568,331.8987,28.2089,0,U,58465,999,12051,.10101915E-2,.85086E-3,0
UHETSAT,2023-185E,2026-01-26T14:43:51.368736,15.29075259,.00150392,97.3676,95.4397,94.4728,265.8230,0,U,58466,999,11964,.37395546E-3,.10519E-3,0
LILIUM-1,2023-185F,2026-01-26T15:51:19.016064,15.58068780,.00054641,97.3428,103.9026,337.0756,23.0255,0,U,58467,999,12031,.1214799E-2,.92068E-3,0
SPIRIT,2023-185G,2026-01-26T15:09:39.199680,15.56570715,.00052111,97.3485,105.1669,346.7464,13.3653,0,U,58468,999,12039,.10070545E-2,.71989E-3,0
ION SCV-015,2023-185H,2026-01-26T15:53:15.038304,15.30856972,.00085349,97.5839,112.1385,236.4500,123.5926,0,U,58469,999,11941,.3621513E-3,.10734E-3,0
STARLINK-30947,2023-186A,2026-01-26T10:45:46.820448,15.02537765,.00013028,43.0032,297.2995,265.4166,94.6527,0,U,58473,999,11949,.33109089E-3,.4272E-4,0
STARLINK-30995,2023-186B,2026-01-26T14:00:01.000224,15.63010348,.00224922,42.9882,117.1336,24.6163,84.4219,0,U,58474,999,595,.67949018E-2,.697615E-2,0
STARLINK-30941,2023-186C,2026-01-26T01:01:49.243584,15.02528438,.00010949,43.0052,299.4135,257.3624,102.7096,0,U,58475,999,11943,.19360362E-3,.2412E-4,0
STARLINK-30980,2023-186D,2026-01-25T18:34:07.146912,15.02536189,.0001573,43.0061,300.8315,264.9573,95.1090,0,U,58476,999,11939,.1603317E-5,-.182E-5,0
STARLINK-30965,2023-186E,2026-01-26T10:10:59.044800,15.02544731,.00013776,43.0034,284.1119,255.2861,104.7829,0,U,58477,999,11964,.35806558E-4,.28E-5,0
STARLINK-30990,2023-186F,2026-01-25T23:16:30.235296,15.02544319,.00013763,43.0048,299.7235,258.2671,101.8017,0,U,58478,999,11946,-.6071884E-5,-.286E-5,0
STARLINK-30984,2023-186H,2026-01-26T01:20:49.905024,15.02546026,.00010464,43.0077,298.6504,266.1378,93.9345,0,U,58480,999,11944,-.79649372E-4,-.128E-4,0
STARLINK-30956,2023-186J,2026-01-26T00:08:45.208320,15.02439386,.00006839,43.0032,274.7127,150.5180,209.5701,0,U,58481,999,11971,.16719959E-2,.22397E-3,0
STARLINK-30997,2023-186K,2026-01-25T17:46:09.336576,15.02553097,.00009987,42.9991,300.5536,276.7756,83.2973,0,U,58482,999,11939,.90698683E-3,.12075E-3,0
STARLINK-30994,2023-186L,2026-01-26T15:25:34.278240,15.27588178,.00012248,43.0024,137.6242,273.7831,86.2881,0,U,58483,999,12137,.98777295E-4,.2458E-4,0
STARLINK-30991,2023-186M,2026-01-26T01:16:01.958016,15.02541200,.00011983,43.0039,298.6204,257.6557,102.4151,0,U,58484,999,11943,.1405335E-4,-.14E-6,0
STARLINK-30979,2023-186N,2026-01-26T10:16:57.406080,15.02615146,.00018375,43.0030,297.1459,282.0607,78.0029,0,U,58485,999,11948,-.13569716E-2,-.18525E-3,0
STARLINK-31005,2023-186P,2026-01-25T23:02:08.463552,15.02478822,.00022177,43.0032,299.6500,263.5122,96.5468,0,U,58486,999,11941,.10403993E-2,.13857E-3,0
STARLINK-30987,2023-186Q,2026-01-25T19:45:51.826464,15.02552667,.00021901,43.0043,300.3440,272.2853,87.7738,0,U,58487,999,11939,.15617124E-3,.1907E-4,0
STARLINK-31000,2023-186R,2026-01-26T00:28:15.346848,15.02535434,.00015357,43.0011,299.2372,276.4330,83.6337,0,U,58488,999,11942,-.6678676E-5,-.294E-5,0
STARLINK-30993,2023-186S,2026-01-25T22:47:44.208672,15.02525581,.00011323,43.0019,299.5705,264.3428,95.7286,0,U,58489,999,11941,-.85174981E-4,-.1354E-4,0
STARLINK-30978,2023-186T,2026-01-25T17:55:45.232320,15.02525207,.00015817,43.0058,300.6319,269.1998,90.8663,0,U,58490,999,11938,-.19419735E-3,-.2825E-4,0
STARLINK-30953,2023-186U,2026-01-26T14:28:54.116832,15.27602289,.00018125,42.9991,145.1792,271.0333,89.0311,0,U,58491,999,12145,.58099419E-3,.15771E-3,0
STARLINK-30986,2023-186V,2026-01-25T17:41:23.988480,15.02470666,.0001497,43.0044,300.5561,217.7985,142.2752,0,U,58492,999,11938,.22898626E-2,.30811E-3,0
STARLINK-30985,2023-186W,2026-01-26T11:09:34.441344,15.02553532,.00010748,43.0048,296.5581,275.2110,84.8610,0,U,58493,999,11949,-.16275196E-3,-.2402E-4,0
STARLINK-30981,2023-186X,2026-01-26T11:04:46.653312,15.02520689,.00017507,43.0050,296.5323,271.1700,88.8941,0,U,58494,999,11949,.2595584E-3,.3303E-4,0
STARLINK-31002,2023-186Y,2026-01-26T01:25:37.688736,15.02538675,.00012465,43.0041,298.6766,270.2533,89.8167,0,U,58495,999,11960,-.13980724E-3,-.2092E-4,0
XINGCHI-1 02A,2023-187A,2026-01-26T14:42:06.414336,14.83729968,.00105906,97.9359,110.3602,243.8385,116.1740,0,U,58496,999,11612,.36658493E-3,.2981E-4,0
MISRSAT-2,2023-187B,2026-01-26T04:03:46.116864,14.82800156,.00099437,97.9373,109.1998,246.0949,113.9223,0,U,58497,999,11599,.13204143E-3,.1015E-4,0
XINGCHI-1 02B,2023-187C,2026-01-26T15:17:45.896064,14.85286299,.00096461,97.9385,111.2259,239.8595,120.1664,0,U,58498,999,11616,.39591094E-3,.3348E-4,0
DOORY-SAT,2023-188A,2026-01-26T15:46:44.315904,14.80154830,.00080029,46.9809,267.5279,83.9683,276.2123,0,U,58500,999,11602,.36056899E-3,.2566E-4,0
2023-189A,2023-189A,2026-01-26T15:17:03.496128,15.31884062,.00127119,97.4480,44.0485,50.0307,310.2048,0,U,58502,999,11953,.23664684E-3,.7223E-4,0
2023-189B,2023-189B,2026-01-26T15:01:39.637344,15.65747870,.00052152,97.4225,56.8535,21.0628,339.0846,0,U,58503,999,12042,.79781701E-3,.81157E-3,0
CHUANGXIN 19 (CX-19),2023-190A,2026-01-26T15:05:52.439424,13.39538154,.00021166,86.5028,21.5353,94.0756,266.0629,0,U,58505,999,10574,.10869554E-3,.74E-6,0
STARLINK-31026,2023-191A,2026-01-26T13:48:22.776768,15.02534394,.00014158,43.0058,335.9012,274.6677,85.4004,0,U,58508,999,11909,.19099235E-4,.54E-6,0
STARLINK-31020,2023-191B,2026-01-25T21:46:28.324128,15.02544775,.00016525,43.0048,340.3394,258.7155,101.3502,0,U,58509,999,11898,.19690697E-3,.2458E-4,0
STARLINK-30989,2023-191C,2026-01-26T02:55:30.704160,15.02540363,.00014135,43.0039,337.6661,274.8498,85.2183,0,U,58510,999,11906,.19723832E-3,.2462E-4,0
STARLINK-30968,2023-191D,2026-01-25T22:03:32.345568,15.02542314,.00012807,43.0036,338.7231,272.1319,87.9376,0,U,58511,999,11900,.17467006E-4,.32E-6,0
STARLINK-30982,2023-191E,2026-01-26T13:56:01.380192,15.02533854,.00012241,43.0036,335.0820,266.1302,93.9400,0,U,58512,999,11910,.3845931E-5,-.152E-5,0
STARLINK-30998,2023-191F,2026-01-25T21:53:57.221376,15.02541065,.00017125,43.0050,338.6686,274.1488,85.9159,0,U,58513,999,11903,.39404863E-3,.5124E-4,0
STARLINK-30983,2023-191G,2026-01-25T20:51:37.139040,15.02536976,.00042055,43.0217,338.3614,294.1912,65.8491,0,U,58514,999,11865,.29280264E-4,.191E-5,0
STARLINK-31017,2023-191H,2026-01-26T14:39:07.284672,15.27591278,.00012512,43.0033,108.7992,284.0108,76.0605,0,U,58515,999,12174,-.14856548E-4,-.671E-5,0
STARLINK-31028,2023-191J,2026-01-26T04:07:14.510208,15.02566199,.00012148,43.0023,337.1739,265.1932,94.8772,0,U,58516,999,11904,-.65455984E-3,-.9041E-4,0
STARLINK-31011,2023-191K,2026-01-26T13:46:25.213152,15.02546102,.00023257,43.0073,335.0291,258.1634,101.8948,0,U,58517,999,11910,.18035784E-3,.2234E-4,0
STARLINK-31021,2023-191L,2026-01-25T22:12:56.763072,15.02542850,.00012326,43.0032,337.8920,264.7402,95.3300,0,U,58518,999,11901,.20734099E-3,.2599E-4,0
STARLINK-31010,2023-191M,2026-01-25T22:17:44.425824,15.02531948,.00014935,43.0034,337.8855,276.0112,84.0560,0,U,58519,999,11901,.30763724E-3,.3954E-4,0
STARLINK-31003,2023-191N,2026-01-26T13:36:51.749568,15.02497843,.00002906,43.0036,334.9845,279.6224,80.4586,0,U,58520,999,11910,.69130094E-3,.9138E-4,0
STARLINK-31015,2023-191P,2026-01-26T13:32:02.880672,15.02535720,.00009873,43.0036,334.9652,272.4636,87.6093,0,U,58521,999,11907,.12227632E-3,.1449E-4,0
STARLINK-31023,2023-191Q,2026-01-25T13:31:19.411968,15.02548594,.000207,43.0049,340.3472,267.6764,92.3842,0,U,58522,999,11895,.11905E-4,-.43E-6,0
STARLINK-30932,2023-191R,2026-01-26T13:22:27.384096,15.02537357,.00010579,43.0024,334.9077,266.8254,93.2467,0,U,58523,999,11905,.14601289E-3,.1769E-4,0
STARLINK-30992,2023-191S,2026-01-26T03:43:17.553792,15.02543750,.0001702,43.0105,337.0529,279.6572,80.4078,0,U,58524,999,11904,-.14362453E-4,-.398E-5,0
STARLINK-30948,2023-191T,2026-01-26T13:12:51.934176,15.02535284,.00013752,43.0057,334.8599,274.2890,85.7796,0,U,58525,999,11910,.10893042E-3,.1268E-4,0
STARLINK-31013,2023-191U,2026-01-25T22:25:56.107488,15.03649183,.00003879,43.0027,337.9764,95.8092,264.2795,0,U,58526,999,11901,.58097305E-3,.7887E-4,0
STARLINK-31001,2023-191V,2026-01-26T12:44:09.067200,15.02407753,.00010607,43.0073,334.6206,322.5116,37.5652,0,U,58527,999,11910,.238161E-2,.32005E-3,0
STARLINK-31004,2023-191W,2026-01-25T21:05:59.791200,15.02536627,.0001464,43.0041,338.4136,260.2912,99.7765,0,U,58528,999,11900,.31544582E-3,.406E-4,0
STARLINK-30988,2023-191X,2026-01-26T12:58:29.097120,15.02533134,.00010174,43.0044,334.7815,282.8111,77.2617,0,U,58529,999,11910,.10597072E-3,.1228E-4,0
STARLINK-31009,2023-191Y,2026-01-26T12:53:41.232192,15.02536076,.00013399,43.0049,334.7592,274.9123,85.1566,0,U,58530,999,11912,.14118951E-3,.1704E-4,0
STARLINK-31012,2023-192A,2026-01-25T16:34:52.921056,15.30169477,.00013242,53.1582,262.3554,51.5944,308.5175,0,U,58531,999,11940,-.19654455E-3,-.617E-4,0
STARLINK-31035,2023-192B,2026-01-25T08:13:25.164768,15.30190897,.00020434,53.1606,250.9294,98.2013,261.9219,0,U,58532,999,11953,.24278219E-4,.359E-5,0
STARLINK-31036,2023-192C,2026-01-26T15:17:13.125408,15.30216002,.0002383,53.1586,258.3365,79.4007,280.7262,0,U,58533,999,11954,.76920658E-3,.22503E-3,0
STARLINK-30936,2023-192D,2026-01-26T14:39:21.059424,15.30193139,.00014264,53.1584,248.2267,92.7151,267.4013,0,U,58534,999,11968,.5887695E-4,.1384E-4,0
STARLINK-31032,2023-192E,2026-01-23T09:47:34.762272,15.30215519,.00012724,53.1592,272.9934,90.9236,269.1911,0,U,58535,999,11905,.54867809E-3,.15934E-3,0
STARLINK-31037,2023-192F,2026-01-26T14:42:15.714432,15.30191622,.00016066,53.1595,258.1753,94.0339,266.0846,0,U,58536,999,11954,.13922709E-4,.53E-6,0
STARLINK-31041,2023-192G,2026-01-24T09:22:55.226208,15.30209748,.00006707,53.1605,268.4607,96.0083,264.0995,0,U,58537,999,11920,.75342154E-4,.1874E-4,0
STARLINK-31014,2023-192H,2026-01-26T14:55:55.582176,15.30206127,.00016435,53.1573,258.2165,57.9324,302.1836,0,U,58538,999,11954,.59697306E-4,.1409E-4,0
STARLINK-31055,2023-192J,2026-01-26T15:00:29.554848,15.30188584,.00010945,53.1604,258.2312,91.1243,268.9883,0,U,58539,999,11954,.53563082E-4,.1227E-4,0
STARLINK-31019,2023-192K,2026-01-26T14:46:48.777312,15.30198614,.00015241,53.1586,258.1710,92.5462,267.5714,0,U,58540,999,11954,.97205067E-4,.252E-4,0
STARLINK-31045,2023-192L,2026-01-26T13:28:11.468640,15.30190195,.00017394,53.1614,335.2683,83.8333,276.2866,0,U,58541,999,11844,.70099481E-3,.20453E-3,0
STARLINK-31030,2023-192M,2026-01-26T15:05:03.239808,15.30186695,.00013929,53.1588,258.2501,87.6970,272.4190,0,U,58542,999,11954,.25365756E-4,.392E-5,0
