OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CALSPHERE 1,1964-063C,2026-01-26T14:00:48.669696,13.76439249,.00250104,90.2171,68.4935,6.2375,148.1560,0,U,900,999,5194,.86796744E-3,.859E-5,0
CALSPHERE 2,1964-063E,2026-01-26T13:38:23.330112,13.52888059,.00165987,90.2308,72.4604,279.4769,249.2104,0,U,902,999,83711,.67852799E-4,.54E-6,0
LCS 1,1965-034C,2026-01-26T14:25:10.755552,9.89309970,.00134794,32.1379,153.1969,339.9737,20.0231,0,U,1361,999,19586,.14673684E-2,.2E-6,0
TEMPSAT 1,1965-065E,2026-01-26T13:21:27.870048,13.33586300,.00679194,89.9867,212.6205,286.8475,134.4235,0,U,1512,999,94117,.11152986E-3,.64E-6,0
CALSPHERE 4A,1965-065H,2026-01-26T11:45:46.975392,13.36250974,.00712803,89.9105,123.8532,142.7687,337.5240,0,U,1520,999,94378,.2370578E-3,.133E-5,0
OPS 5712 (P/L 160),1967-053A,2026-01-26T14:34:09.576192,14.75281488,.00067023,69.9188,24.7155,267.2085,92.8295,0,U,2826,999,4533,.21564004E-2,.14583E-3,0
LES-5,1967-066E,2026-01-26T03:26:51.930240,1.09425167,.00568798,2.2962,100.9194,204.6976,235.9809,0,U,2866,999,12948,0,-.46E-6,0
SURCAL 159,1967-053F,2026-01-26T12:11:23.964864,13.99560976,.00094576,69.9755,305.9045,290.0943,69.9146,0,U,2872,999,99038,.16008521E-3,.18E-5,0
OPS 5712 (P/L 153),1967-053H,2026-01-26T13:12:59.463936,13.96802737,.00068729,69.9732,58.8887,355.3114,4.7927,0,U,2874,999,98700,.84891087E-4,.65E-6,0
OPS 3811 (DSP 2),1971-039A,2026-01-26T12:12:54.027360,0.98159209,.0024916,0.2505,335.6804,313.5145,67.8408,0,U,5204,999,20483,0,-.1E-6,0
RIGIDSPHERE 2 (LCS 4),1971-067E,2026-01-26T13:31:00.762528,14.37653265,.00595342,87.6211,18.0962,345.0056,14.9375,0,U,5398,999,85353,.52749878E-3,.1633E-4,0
OSCAR 7 (AO-7),1974-089B,2026-01-26T12:22:06.857760,12.53695346,.00123332,101.9969,38.2540,42.6234,79.8846,0,U,7530,999,34276,.13884121E-3,-.24E-6,0
STARLETTE,1975-010A,2026-01-26T14:44:12.488352,13.82348434,.02055768,49.8258,303.4153,315.3430,43.1064,0,U,7646,999,57495,.19628603E-4,-.117E-5,0
LAGEOS 1,1976-039A,2026-01-26T02:10:13.846656,6.38664898,.0044664,109.8275,130.6903,332.6947,128.2183,0,U,8820,999,90406,0,-.8E-7,0
OPS 8701 (DSP 10),1982-019A,2026-01-26T00:04:48.788544,0.98189671,.00062363,9.5785,310.2216,315.1187,237.4499,0,U,13086,999,2426,0,-.115E-5,0
PHASE 3B (AO-10),1983-058B,2026-01-22T16:20:55.022496,2.05872829,.60595,25.9805,244.1511,75.1316,341.4004,0,U,14129,999,29249,0,.42E-6,0
UOSAT 2 (UO-11),1984-021B,2026-01-26T15:30:33.424416,14.90334701,.00062166,97.7873,353.9987,298.9836,61.0758,0,U,14781,999,23604,.32672131E-3,.3122E-4,0
AJISAI (EGS),1986-061A,2026-01-26T15:06:22.941216,12.44515300,.00112895,50.0061,222.6839,178.9041,227.0231,0,U,16908,999,46276,.17288904E-3,-.73E-6,0
TDRS 3,1988-091B,2026-01-26T04:54:28.534752,1.00273550,.0043493,12.7093,341.9359,348.3865,180.0028,0,U,19548,999,12396,0,-.289E-5,0
COSMOS 1989 (ETALON 1),1989-001C,2026-01-26T04:31:16.780224,2.13155939,.00234162,64.8602,77.0532,217.4210,223.4820,0,U,19751,999,28834,0,-.8E-7,0
COSMOS 2024 (ETALON 2),1989-039C,2026-01-26T14:25:43.866624,2.13204380,.00204637,65.0217,315.4149,213.7803,316.9740,0,U,20026,999,28548,0,-.57E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2026-01-26T12:46:30.067680,1.00266336,.00087291,12.4599,352.0139,312.8981,138.2012,0,U,20253,999,25914,0,-.359E-5,0
LUSAT (LO-19),1990-005G,2026-01-26T06:28:54.659712,14.34068195,.0010535,98.8952,44.0951,261.6072,98.3918,0,U,20442,999,88205,.11591E-3,.277E-5,0
HST,1990-037B,2026-01-26T12:29:43.153440,15.28772489,.00017677,28.4682,327.5205,11.1496,348.9138,0,U,20580,999,76685,.37646379E-3,.11072E-3,0
SKYNET 4C,1990-079A,2026-01-26T12:08:46.921632,1.00269287,.00036436,13.3841,350.7767,310.9709,39.6294,0,U,20776,999,12946,0,.134E-5,0
USA 65 (DSP 15),1990-095A,2026-01-26T09:29:44.240352,0.98398589,.00021394,14.0912,345.0249,57.9156,46.0190,0,U,20929,999,2407,0,-.187E-5,0
TDRS 5,1991-054B,2026-01-26T14:36:40.251744,1.00267877,.00139225,14.0881,354.8210,264.8026,277.8605,0,U,21639,999,12629,0,.91E-6,0
USA 75 (DSP 16),1991-080B,2026-01-26T12:56:27.353472,0.99187221,.00015793,14.0794,346.5152,64.7210,109.2676,0,U,21805,999,2430,0,-.25E-6,0
LAGEOS 2,1992-070B,2026-01-26T14:14:24.028224,6.47293303,.01379419,52.6803,356.1317,125.4236,72.1509,0,U,22195,999,78625,0,-.9E-7,0
TDRS 6,1993-003B,2026-01-26T04:30:28.052352,1.00274862,.00063298,14.1793,358.1119,210.5619,298.6289,0,U,22314,999,12098,0,-.288E-5,0
SCD 1,1993-009B,2026-01-25T23:56:01.434912,14.46039094,.00422025,24.9709,5.4662,73.3367,333.3882,0,U,22490,999,74051,.15289163E-3,.745E-5,0
UFO 2 (USA 95),1993-056A,2026-01-26T13:50:07.212768,1.00273357,.00078005,11.8448,4.3226,317.9202,39.8433,0,U,22787,999,11712,0,.132E-5,0
STELLA,1993-061B,2026-01-26T14:59:16.532160,14.27466028,.00053627,98.7936,90.2439,292.9750,241.1973,0,U,22824,999,68457,.4586603E-5,-.34E-6,0
EYESAT A (AO-27),1993-061C,2026-01-26T14:40:59.315232,14.30897469,.00089609,98.7074,93.9708,149.9765,210.1933,0,U,22825,999,68675,.10065133E-3,.22E-5,0
ITAMSAT (IO-26),1993-061D,2026-01-26T15:11:48.501600,14.31320196,.00097047,98.7022,93.8958,135.0270,225.1701,0,U,22826,999,68706,.11442355E-3,.258E-5,0
USA 99 (MILSTAR-1 1),1994-009A,2026-01-26T11:33:27.805248,1.00273909,.00040999,17.4058,29.2325,275.6887,264.2199,0,U,22988,999,3153,0,-.197E-5,0
RADIO ROSTO (RS15),1994-085A,2026-01-26T15:45:56.357856,11.27582857,.01512125,64.8144,172.1085,30.0335,330.9156,0,U,23439,999,27994,-.3491616E-2,-.165E-5,0
UFO 4 (USA 108),1995-003A,2026-01-26T15:57:44.286624,1.00275017,.00031784,9.6419,13.6890,300.1965,223.8614,0,U,23467,999,11353,0,-.14E-6,0
TDRS 7,1995-035B,2026-01-26T15:16:47.857728,1.00270686,.0005259,13.4352,349.1632,43.0102,52.1442,0,U,23613,999,11183,0,-.232E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2026-01-26T13:29:30.780384,1.00272909,.00036354,14.0209,4.7923,308.5352,254.8923,0,U,23712,999,3146,0,-.14E-6,0
POLAR,1996-013A,2026-01-25T13:06:19.115712,1.29845976,.6326356,79.6852,228.6702,213.9041,81.6244,0,U,23802,999,14300,0,.284E-5,0
INMARSAT 3-F1,1996-020A,2026-01-26T03:39:20.733984,0.99980854,.00075345,10.3050,47.9282,239.8706,300.6820,0,U,23839,999,10883,0,.134E-5,0
USA 119,1996-029A,2026-01-26T12:14:02.895936,13.45783463,.08438937,63.3191,202.6855,46.9838,319.8818,0,U,23893,999,8620,.2935317E-3,.1626E-4,0
JAS-2 (FO-29),1996-046B,2026-01-26T13:53:28.539456,13.53265775,.03509069,98.5433,254.6839,103.7930,260.2514,0,U,24278,999,45401,.44272638E-4,.11E-6,0
INMARSAT 3-F2,1996-053A,2026-01-26T11:49:38.776224,0.99986212,.00059083,9.5359,55.3658,253.2164,288.0057,0,U,24307,999,10750,0,-.252E-5,0
INMARSAT 3-F3,1996-070A,2026-01-26T16:00:56.650176,0.99997476,.00078141,10.0124,51.0003,243.5902,258.7155,0,U,24674,999,10649,0,.47E-6,0
NAVSTAR 43 (USA 132),1997-035A,2026-01-26T02:33:11.079072,2.00563815,.0097188,55.9155,104.1321,56.6322,304.3367,0,U,24876,999,20910,0,-.17E-6,0
FORTE,1997-047A,2026-01-26T14:12:39.593952,14.27872694,.0019146,69.9552,333.8263,115.1990,245.1120,0,U,24920,999,47847,.19716072E-3,.431E-5,0
AMC-3,1997-050A,2026-01-25T11:40:44.297184,1.00270410,.0003194,7.7946,65.7176,240.8717,281.3743,0,U,24936,999,5100,0,-.253E-5,0
USA 134,1997-065A,2026-01-26T13:09:48.574368,1.00274348,.00070174,12.6147,22.7674,282.9383,265.4398,0,U,25019,999,3153,0,-.59E-6,0
ORBCOMM FM06,1997-084G,2026-01-25T22:42:02.612448,14.47081207,.00032167,45.0143,17.2401,283.0142,102.0832,0,U,25118,999,47378,.96049384E-3,.339E-4,0
INMARSAT 3-F5,1998-006B,2026-01-26T12:35:56.361696,1.00273194,.00050836,9.3750,54.6530,252.3172,313.8455,0,U,25153,999,10247,0,-.285E-5,0
ORBCOMM FM04,1998-007C,2026-01-26T12:33:25.204896,14.35424042,.00414874,107.9651,237.9588,217.5080,142.3164,0,U,25159,999,45626,.65960121E-3,.1784E-4,0
CELESTIS-02 & TAURUS R/B,1998-007D,2026-01-26T13:23:35.378304,14.22438838,.00613378,108.0150,46.3857,13.3738,102.2866,0,U,25160,999,45037,.13170211E-3,.17E-5,0
TECHSAT 1B (GO-32),1998-043D,2026-01-26T12:33:23.152896,14.24392878,.00002662,98.9970,15.7804,250.8559,109.2590,0,U,25397,999,43116,.9968562E-4,.184E-5,0
WESTPAC,1998-043E,2026-01-26T12:29:33.639936,14.23043146,.00003856,98.9999,9.3140,225.7005,134.4141,0,U,25398,999,43079,.34836525E-4,.32E-6,0
ORBCOMM FM19,1998-046C,2026-01-25T21:04:53.452416,14.39130348,.00024631,44.9915,199.8319,312.6453,191.3010,0,U,25415,999,43627,.70173042E-3,.205E-4,0
ORBCOMM FM20,1998-046D,2026-01-26T13:25:24.739968,14.37787708,.0000221,44.9923,203.0005,51.0626,309.0241,0,U,25416,999,43640,.54713717E-3,.1521E-4,0
ORBCOMM FM27,1998-053G,2026-01-26T00:05:08.616480,14.38807889,.00016728,45.0053,290.5184,325.5051,34.5689,0,U,25481,999,42975,.67197287E-3,.1943E-4,0
SCD 2,1998-060A,2026-01-26T15:09:21.189600,14.45453693,.00169672,24.9937,225.0933,67.5343,345.1569,0,U,25504,999,43982,.12564259E-3,.632E-5,0
ISS (ZARYA),1998-067A,2026-01-26T13:29:46.905216,15.48203655,.0011114,51.6321,280.6014,32.6655,327.5019,0,U,25544,999,54980,.2438867E-3,.12665E-3,0
SWAS,1998-071A,2026-01-26T13:33:56.010240,15.08455408,.00033367,69.8940,232.4341,141.0725,219.0679,0,U,25560,999,47590,.29960428E-3,.4576E-4,0
SKYNET 4E,1999-009B,2026-01-26T13:57:14.821056,0.99028447,.00045548,11.9804,9.8585,268.4005,180.4088,0,U,25639,999,4975,0,-.236E-5,0
DLR-TUBSAT,1999-029B,2026-01-26T12:21:44.980416,14.52378586,.00152736,98.6610,17.4215,63.1945,297.0810,0,U,25757,999,41268,.72411759E-4,.247E-5,0
CXO,1999-040B,2026-01-29T05:17:45.410208,0.37803407,.80641026,53.9016,120.8729,310.8270,0.4043,0,U,25867,999,1680,0,.801E-5,0
ABS-6,1999-053A,2026-01-25T23:02:54.721248,1.00271519,.00027081,0.0492,257.2309,39.2065,333.5433,0,U,25924,999,9640,0,-.106E-5,0
NAVSTAR 46 (USA 145),1999-055A,2026-01-25T17:09:29.151936,2.00569569,.01069678,51.5914,301.7015,170.9811,196.3226,0,U,25933,999,19272,0,-.51E-6,0
UFO 10 (USA 146),1999-063A,2026-01-25T08:29:10.150080,1.00273520,.00061749,9.8369,27.9631,270.9017,290.1960,0,U,25967,999,9591,0,-.178E-5,0
ORBCOMM FM32,1999-065C,2026-01-26T14:32:29.884416,14.36868074,.00045434,45.0141,123.2711,80.2539,279.8822,0,U,25982,999,36672,.66155039E-3,.1832E-4,0
XMM-NEWTON,1999-066A,2026-01-27T17:40:19.074432,0.50128100,.47280899,65.1978,284.8372,67.3827,359.9782,0,U,25989,999,2230,0,.146E-5,0
TERRA,1999-068A,2026-01-26T14:44:46.264704,14.60964766,.00015379,97.9681,81.6378,348.5639,172.8229,0,U,25994,999,38893,.16995455E-3,.788E-5,0
ASIASTAR,2000-016A,2026-01-25T15:53:20.281920,1.00267764,.0004782,8.7967,59.6677,248.1539,160.4452,0,U,26107,999,9449,0,-.325E-5,0
IMAGE,2000-017A,2026-01-24T18:59:54.246912,1.68665079,.75412301,94.0869,313.3874,304.2672,5.9530,0,U,26113,999,15908,-.16149907E-1,-.231E-5,0
USA 149 (DSP 20),2000-024A,2026-01-26T04:21:09.228384,1.00281620,.0000553,13.0624,12.8452,239.2207,133.7444,0,U,26356,999,3149,0,.103E-5,0
TDRS 8,2000-034A,2026-01-26T12:23:15.535392,1.00274232,.00054493,12.4594,32.5068,283.2482,80.5659,0,U,26388,999,9376,0,-.19E-5,0
NAVSTAR 48 (USA 151),2000-040A,2026-01-26T10:50:16.943136,2.00568411,.01238426,54.8827,220.7901,302.3727,240.2633,0,U,26407,999,18710,0,.11E-5,0
CLUSTER II-FM7 (SAMBA),2000-041A,2026-01-23T01:52:25.992768,0.44786329,.88359543,148.3592,29.7174,245.6118,359.2301,0,U,26410,999,1966,0,.4677E-4,0
CLUSTER II-FM8 (TANGO),2000-045B,2026-01-19T18:49:47.267040,0.44425532,.88330347,148.5838,29.9991,245.7591,359.3805,0,U,26464,999,1964,0,.5071E-4,0
NSS-11,2000-059A,2026-01-26T13:40:38.407008,1.00271237,.00031524,1.7593,83.1551,218.3754,205.4731,0,U,26554,999,3987,0,.35E-6,0
USA 153,2000-065A,2026-01-26T09:12:03.854016,1.00267640,.00020891,11.3796,36.5742,288.7033,72.7997,0,U,26575,999,3151,0,-.32E-5,0
AMC-6,2000-067A,2026-01-26T13:03:19.196352,1.00271310,.0003542,0.0595,280.5657,4.7405,261.2814,0,U,26580,999,9247,0,.1E-5,0
NAVSTAR 49 (USA 154),2000-071A,2026-01-26T13:10:33.701952,2.00572030,.01715419,55.5414,100.5507,264.9407,270.9343,0,U,26605,999,18467,0,-.23E-6,0
ODIN,2001-007A,2026-01-26T13:21:54.963360,15.54730697,.00023382,97.4162,60.9829,347.6317,12.4880,0,U,26702,999,36728,.69755403E-3,.46408E-3,0
USA 157 (MILSTAR-2 2),2001-009A,2026-01-26T02:42:48.650976,1.00273003,.00402312,11.3847,20.6238,184.7923,170.5511,0,U,26715,999,3151,0,.117E-5,0
BSAT-2A,2001-011B,2026-01-26T15:21:03.377952,0.99177449,.00074724,10.4321,48.7810,222.9135,197.2158,0,U,26720,999,9057,0,-.19E-5,0
INTELSAT 10 (IS-10),2001-019A,2026-01-26T11:43:41.824992,0.99074946,.00084625,8.7350,60.6952,245.8869,301.1331,0,U,26766,999,4417,0,-.194E-5,0
OMNI-M1,2001-026A,2026-01-26T07:21:23.890464,3.92402567,.00178771,44.8915,277.9498,16.5425,343.5698,0,U,26857,999,20000,0,-.7E-7,0
USA 159 (DSP 21),2001-033A,2026-01-26T08:19:38.875872,1.00263886,.00007548,12.6520,17.4207,288.0413,255.7334,0,U,26880,999,3154,0,-.293E-5,0
INTELSAT 902 (IS-902),2001-039A,2026-01-26T10:02:14.047296,1.00270480,.00044652,5.7595,73.5326,238.6004,274.0129,0,U,26900,999,8927,0,-.275E-5,0
PCSAT (NO-44),2001-043C,2026-01-26T13:54:39.854016,14.31886790,.00071101,67.0491,250.5183,266.9166,93.1123,0,U,26931,999,27017,.13278153E-3,.273E-5,0
PROBA-1,2001-049B,2026-01-26T14:11:44.837952,15.06779977,.00541055,97.9623,30.2400,240.7074,118.8739,0,U,26958,999,32229,.27656192E-3,.4183E-4,0
TIMED,2001-055B,2026-01-26T11:40:06.566304,14.94863272,.00016159,74.0687,160.2504,321.6477,38.4592,0,U,26998,999,30964,.2529584E-3,.2719E-4,0
MAROC-TUBSAT,2001-056D,2026-01-26T11:56:06.713952,13.70255618,.00202843,99.7948,200.7322,144.1589,285.8367,0,U,27004,999,20678,.43791864E-4,-.8E-7,0
COSMOS 2385,2001-058B,2026-01-26T14:54:37.811808,12.60562093,.00056535,82.5404,310.3985,185.2109,245.7319,0,U,27056,999,10794,.10435162E-3,.29E-6,0
COSMOS 2386,2001-058C,2026-01-26T03:19:03.688896,12.61612709,.00012895,82.5466,305.1175,62.3977,297.7245,0,U,27057,999,10859,.97657589E-4,.28E-6,0
USA 164 (MILSTAR-2 3),2002-001A,2026-01-26T15:21:03.225024,1.00276809,.00985354,11.0093,22.7430,3.6431,348.8337,0,U,27168,999,3153,0,.104E-5,0
INTELSAT 904 (IS-904),2002-007A,2026-01-26T11:49:56.228160,1.00270513,.00037519,6.5648,70.8994,281.4000,279.4568,0,U,27380,999,5034,0,-.219E-5,0
AQUA,2002-022A,2026-01-26T14:25:48.558144,14.61863145,.00018761,98.4100,353.2249,64.7847,46.1360,0,U,27424,999,26258,.37122241E-3,.1807E-4,0
DIRECTV 5 (TEMPO 1),2002-023A,2026-01-26T13:10:26.014944,1.00271458,.00034952,4.5148,77.1033,237.3970,258.8152,0,U,27426,999,8670,0,-.48E-6,0
INTELSAT 905 (IS-905),2002-027A,2026-01-25T05:03:38.570112,1.00273411,.0003056,6.3928,71.5379,238.5705,113.1260,0,U,27438,999,4992,0,.104E-5,0
GALAXY 3C (G-3C),2002-030A,2026-01-26T01:15:49.486176,1.00270896,.00008192,3.3714,79.9852,90.4546,239.0098,0,U,27445,999,4506,0,-.142E-5,0
COSMOS 2390,2002-036A,2026-01-26T13:32:30.484608,12.44620150,.00250487,82.4808,73.5194,205.8802,154.1028,0,U,27464,999,7005,.16164605E-3,.33E-6,0
COSMOS 2391,2002-036B,2026-01-26T14:49:21.014976,12.44941807,.00259897,82.4803,70.0755,200.0497,159.9566,0,U,27465,999,7023,.10102021E-3,.24E-6,0
INTELSAT 906 (IS-906),2002-041A,2026-01-26T14:00:13.744224,1.00272338,.00049857,5.4432,74.6866,217.6737,107.6991,0,U,27513,999,8560,0,.21E-6,0
LATINSAT B,2002-058B,2026-01-26T10:26:43.877184,14.76762982,.00834886,64.5570,325.0240,297.7907,61.4750,0,U,27606,999,24116,.27784704E-3,.1918E-4,0
SAUDISAT 1C (SO-50),2002-058C,2026-01-26T12:42:42.255936,14.82601191,.00739458,64.5515,207.1412,288.2690,71.0379,0,U,27607,999,24345,.30656517E-3,.244E-4,0
LATINSAT A,2002-058H,2026-01-26T11:54:38.947968,14.85127003,.00572103,64.5557,41.5275,269.3160,90.1391,0,U,27612,999,24658,.27342073E-3,.226E-4,0
NIMIQ 2,2002-062A,2026-01-26T13:19:00.901920,1.00271591,.00063387,9.1178,58.3815,249.5394,268.4629,0,U,27632,999,4276,0,-.63E-6,0
CORIOLIS,2003-001A,2026-01-26T11:45:24.062976,14.19894163,.00129562,98.7151,35.5273,260.5527,99.4185,0,U,27640,999,19411,.13783548E-3,.249E-5,0
SORCE,2003-004A,2026-01-26T04:07:13.953792,15.02713859,.00154031,39.9927,351.3830,113.4707,246.7708,0,U,27651,999,25052,.49311188E-3,.6573E-4,0
NAVSTAR 51 (USA 166),2003-005A,2026-01-26T12:35:10.960224,2.00568267,.01486041,54.9147,220.5959,52.3888,318.9497,0,U,27663,999,16847,0,.111E-5,0
USA 167,2003-008A,2026-01-25T14:51:55.290816,1.00274284,.0005548,10.6774,44.6693,272.4476,269.0648,0,U,27691,999,534,0,.11E-6,0
NAVSTAR 52 (USA 168),2003-010A,2026-01-25T20:40:33.931776,1.94742853,.00051298,54.8974,330.5429,323.8228,217.6582,0,U,27704,999,16714,0,-.79E-6,0
USA 169 (MILSTAR-2 4),2003-012A,2026-01-26T14:36:28.683648,1.00273295,.00977614,12.1331,30.9720,2.1553,104.0179,0,U,27711,999,3153,0,-.192E-5,0
ASIASAT 4,2003-014A,2026-01-26T16:10:41.560032,1.00272742,.00027733,4.3430,77.5529,226.9569,211.6605,0,U,27718,999,4388,0,-.214E-5,0
HELLAS-SAT 2,2003-020A,2026-01-26T10:13:35.459040,1.00270992,.00100417,7.0003,69.5896,215.8793,343.5938,0,U,27811,999,4142,0,-.77E-6,0
THURAYA-2,2003-026A,2026-01-26T13:54:29.294208,1.00273389,.00034963,8.6176,32.5324,287.2697,58.6853,0,U,27825,999,8292,0,.132E-5,0
OPTUS C1,2003-028B,2026-01-26T11:00:53.426016,1.00269224,.00060764,6.5335,71.1401,237.4757,138.0714,0,U,27831,999,5164,0,-.145E-5,0
MOST,2003-031D,2026-01-26T12:01:29.380800,14.21286364,.00089486,98.7074,36.1886,305.4698,54.5643,0,U,27843,999,17058,.10321404E-3,.181E-5,0
CUTE-1 (CO-55),2003-031E,2026-01-26T11:35:00.470976,14.24227017,.00087047,98.6771,36.8108,233.5010,126.5367,0,U,27844,999,17150,.27572666E-3,.592E-5,0
CUBESAT XI-IV (CO-57),2003-031J,2026-01-25T23:29:43.236096,14.23527635,.00084547,98.6800,36.1404,255.2958,104.7284,0,U,27848,999,17114,.26357173E-3,.556E-5,0
SCISAT 1,2003-036A,2026-01-26T14:33:57.989952,14.81226124,.00075314,73.9299,92.6085,200.6759,159.4114,0,U,27858,999,21048,.17617081E-3,.1337E-4,0
COSMOS 2400,2003-037A,2026-01-26T13:41:38.565600,12.45187317,.00215494,82.4678,58.6526,8.6219,351.5228,0,U,27868,999,1991,.31772461E-3,.55E-6,0
COSMOS 2401,2003-037B,2026-01-26T13:38:44.829888,12.45500147,.00222349,82.4672,55.0928,3.9848,356.1406,0,U,27869,999,2014,.81885415E-4,.22E-6,0
USA 170,2003-040A,2026-01-24T05:19:30.545184,1.00277301,.0002055,10.1972,49.2942,277.3012,261.0898,0,U,27875,999,3154,0,.138E-5,0
MOZHAETS 4 (RS22),2003-042A,2026-01-26T16:17:22.272000,14.73124540,.00113889,98.3394,207.0841,3.5542,61.5453,0,U,27939,999,19471,.48578466E-3,.3079E-4,0
LARETS,2003-042F,2026-01-26T14:58:55.049664,14.63835889,.00133762,98.3940,186.0019,115.5821,244.6765,0,U,27944,999,19265,.4087858E-4,.163E-5,0
GALAXY 13 (HORIZONS-1),2003-044A,2026-01-26T12:59:04.602336,1.00274157,.00021636,1.0524,85.8897,226.3147,218.3759,0,U,27954,999,4515,0,.144E-5,0
IRS-P6 (RESOURCESAT-1),2003-046A,2026-01-26T14:30:22.756320,14.36092533,.00651864,98.2124,69.9189,47.8832,113.5005,0,U,28051,999,16020,.17671598E-3,.486E-5,0
DMSP 5D-3 F16 (USA 172),2003-048A,2026-01-26T15:05:02.770656,14.14444271,.00072272,99.0023,49.4339,180.6031,286.6789,0,U,28054,999,14947,.1408839E-3,.224E-5,0
CHUANGXIN 1 (CX-1),2003-049B,2026-01-26T15:21:56.285856,14.48497289,.00113612,98.5232,284.5709,251.3683,108.6277,0,U,28058,999,17578,.14804142E-3,.51E-5,0
YAMAL 202,2003-053A,2026-01-26T12:57:27.492192,1.00271963,.00064599,5.9853,72.6827,213.5308,197.4469,0,U,28089,999,8128,0,-.74E-6,0
UFO 11 (USA 174),2003-057A,2026-01-26T14:03:20.945376,1.00270648,.00040986,8.7835,34.5038,257.9220,119.6730,0,U,28117,999,8103,0,-.96E-6,0
NAVSTAR 53 (USA 175),2003-058A,2026-01-25T20:18:39.187296,1.92678356,.00031176,54.9422,28.5379,302.3993,57.5986,0,U,28129,999,16172,0,-.5E-6,0
USA 176 (DSP 22),2004-004A,2026-01-25T23:32:36.875040,1.00267518,.00035094,11.8673,27.1009,250.1450,104.4486,0,U,28158,999,3150,0,-.151E-5,0
ABS-4 (MOBISAT-1),2004-007A,2026-01-26T05:25:40.546272,1.00274453,.0005604,5.6826,73.7557,237.6440,316.5232,0,U,28184,999,5091,0,.47E-6,0
EUTELSAT 139 WEST A,2004-008A,2026-01-26T05:48:06.755040,1.00841872,.0003338,5.4680,73.7356,150.8546,234.6759,0,U,28187,999,7993,0,-.111E-5,0
NAVSTAR 54 (USA 177),2004-009A,2026-01-26T12:28:14.398176,2.00559134,.01094624,54.9457,281.4117,168.3109,356.6502,0,U,28190,999,16010,0,-.7E-7,0
SHIYAN-1 (SY-1),2004-012A,2026-01-26T15:03:47.265696,15.29617585,.00067227,97.8859,95.8435,150.4724,209.6896,0,U,28220,999,18942,.66208464E-3,.18959E-3,0
AMC-11,2004-017A,2026-01-26T13:52:37.824384,1.00271232,.00030852,0.0317,297.5139,9.6364,275.7644,0,U,28252,999,7944,0,-.37E-6,0
INTELSAT 10-02,2004-022A,2026-01-26T13:41:38.026464,1.00270449,.00012117,0.0179,78.4925,238.3852,13.4216,0,U,28358,999,7913,0,.1E-7,0
NAVSTAR 55 (USA 178),2004-023A,2026-01-26T02:58:01.694208,2.00575087,.01583068,54.7630,92.4522,297.1781,121.8099,0,U,28361,999,15819,0,-.24E-6,0
APRIZESAT 2,2004-025A,2026-01-26T11:27:58.997088,14.37956575,.01048472,98.0847,200.5850,318.4454,40.8799,0,U,28366,999,13127,.12707025E-3,.366E-5,0
SAUDICOMSAT 1,2004-025D,2026-01-26T12:43:41.604096,14.55333943,.0033398,98.5792,32.8318,97.1670,263.3326,0,U,28369,999,14352,.19508923E-3,.803E-5,0
SAUDICOMSAT 2,2004-025E,2026-01-26T12:27:19.351008,14.49866416,.00549806,98.6677,34.7414,329.8864,29.9172,0,U,28370,999,13957,.20451507E-3,.755E-5,0
SAUDISAT 2,2004-025F,2026-01-26T12:35:01.071744,14.56572070,.00250799,98.5457,22.8912,14.6968,345.4953,0,U,28371,999,14512,.16875452E-3,.705E-5,0
APRIZESAT 1,2004-025G,2026-01-26T12:28:06.073536,14.51679291,.00437957,98.6329,33.3724,224.9819,134.7824,0,U,28372,999,14135,.14658299E-3,.546E-5,0
AURA,2004-026A,2026-01-26T15:34:28.204320,14.61048125,.00015132,98.3244,342.1019,68.4330,291.7032,0,U,28376,999,14554,.37520054E-3,.1794E-4,0
ANIK F2,2004-027A,2026-01-26T13:10:11.039232,1.00270842,.00016151,2.9168,81.3823,247.8675,243.0086,0,U,28378,999,3984,0,-.4E-6,0
COSMOS 2407,2004-028A,2026-01-26T15:47:21.189696,13.76319676,.00379866,82.9617,179.6345,288.7295,81.8794,0,U,28380,999,8041,.99092832E-4,.112E-5,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-01-26T12:52:11.424576,15.15587502,.00047347,97.6029,53.3863,265.0637,95.0055,0,U,28413,999,16599,.66599808E-3,.1259E-3,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-01-26T15:30:31.281696,15.05408495,.00030703,97.6174,46.3502,261.2314,98.8564,0,U,28414,999,16552,.38530437E-3,.5467E-4,0
COSMOS 2408,2004-037A,2026-01-26T15:37:14.699712,12.45675924,.00153455,82.4819,54.5321,215.3075,144.6991,0,U,28419,999,97028,.13754457E-3,.3E-6,0
COSMOS 2409,2004-037B,2026-01-26T13:41:43.963872,12.45320093,.00128015,82.4819,57.7491,226.4245,133.5774,0,U,28420,999,96992,.14081044E-3,.3E-6,0
