OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 126,2017-039G,2025-12-17T14:39:47.002752,14.34217394,.00019479,86.3966,69.5498,100.1388,260.0028,0,U,42809,999,44392,.2612072E-5,.27E-6,0
IRIDIUM 124,2017-039H,2025-12-17T13:03:43.689024,14.43280758,.00023475,86.4490,6.2984,96.9111,263.2357,0,U,42810,999,44891,.97406908E-4,.348E-5,0
IRIDIUM 128,2017-039J,2025-12-17T09:25:02.807904,14.34217958,.00023687,86.3968,101.1753,98.0030,262.1435,0,U,42811,999,44392,.44344651E-4,.144E-5,0
IRIDIUM 121,2017-039K,2025-12-17T15:07:11.109216,14.34217133,.0002123,86.3960,69.5678,95.0018,265.1420,0,U,42812,999,44380,-.3442374E-5,.1E-6,0
IRIDIUM 133,2017-061A,2025-12-17T13:31:39.393696,14.34219887,.00021237,86.3971,101.2170,97.5434,262.6004,0,U,42955,999,42874,.86196943E-4,.261E-5,0
IRIDIUM 100,2017-061B,2025-12-17T08:21:06.695424,14.34216028,.00020018,86.3965,101.2298,99.5107,260.6315,0,U,42956,999,42871,-.3683656E-5,.9E-7,0
IRIDIUM 122,2017-061C,2025-12-17T14:17:18.795552,14.34216150,.00019731,86.3970,101.1264,98.7087,261.4332,0,U,42957,999,42875,.79034521E-4,.241E-5,0
IRIDIUM 129,2017-061D,2025-12-17T13:13:22.705536,14.34217648,.00017613,86.3970,101.2100,89.5179,270.6219,0,U,42958,999,42876,.20737354E-4,.78E-6,0
IRIDIUM 119,2017-061E,2025-12-17T14:08:10.820832,14.34217403,.00018162,86.3970,101.1890,97.3350,262.8052,0,U,42959,999,42878,.90266707E-4,.273E-5,0
IRIDIUM 107,2017-061F,2025-12-17T14:35:34.768320,14.34217905,.00021003,86.3973,101.2013,107.5964,252.5461,0,U,42960,999,42879,.63537561E-4,.198E-5,0
IRIDIUM 132,2017-061G,2025-12-17T13:04:14.697120,14.34216142,.00020539,86.3972,101.2086,100.0601,260.0827,0,U,42961,999,42878,.34944996E-4,.118E-5,0
IRIDIUM 136,2017-061H,2025-12-17T08:48:30.748320,14.34217524,.00019126,86.3970,101.2885,98.7020,261.4393,0,U,42962,999,42877,.50018267E-4,.16E-5,0
IRIDIUM 139,2017-061J,2025-12-17T13:59:02.827104,14.34217309,.0002092,86.3973,101.2574,100.0884,260.0548,0,U,42963,999,42881,.5413794E-4,.171E-5,0
IRIDIUM 125,2017-061K,2025-12-17T08:39:21.233952,14.34213216,.00017275,86.3975,101.4081,111.7924,248.3455,0,U,42964,999,42879,.26303208E-4,.93E-6,0
IRIDIUM 135,2017-083A,2025-12-17T14:43:58.985760,14.34215620,.00021498,86.3965,37.9064,92.9894,267.1548,0,U,43070,999,41812,.74789616E-4,.229E-5,0
IRIDIUM 138,2017-083B,2025-12-17T15:20:31.144704,14.34218033,.00017748,86.3978,37.5632,94.2284,265.9115,0,U,43071,999,41811,.36834358E-4,.123E-5,0
IRIDIUM 116,2017-083C,2025-12-17T14:34:51.370464,14.34216492,.00024526,86.3957,37.8968,95.9242,264.2233,0,U,43072,999,41814,-.3586883E-5,.1E-6,0
IRIDIUM 130,2017-083D,2025-12-17T13:49:11.358624,14.34219453,.00024553,86.3973,38.1681,99.9448,260.2025,0,U,43073,999,41808,.56163239E-4,.177E-5,0
IRIDIUM 151,2017-083E,2025-12-17T14:53:07.239552,14.34217859,.00022349,86.3966,37.9457,93.7340,266.4112,0,U,43074,999,41811,.20966918E-4,.78E-6,0
IRIDIUM 134,2017-083F,2025-12-17T14:07:27.438528,14.34215069,.00022727,86.3967,37.9644,99.0099,261.1354,0,U,43075,999,41807,.7820459E-4,.239E-5,0
